"location","keyword","frequency","time"
"easton","tsunami","0","10/04 @ 01h"
"easton","tsunami","0","10/04 @ 02h"
"easton","tsunami","0","10/04 @ 03h"
"easton","tsunami","0","10/04 @ 04h"
"easton","tsunami","0","10/04 @ 05h"
"easton","tsunami","0","10/04 @ 06h"
"easton","tsunami","0","10/04 @ 07h"
"easton","tsunami","0","10/04 @ 08h"
"easton","tsunami","0","10/04 @ 09h"
"easton","tsunami","0","10/04 @ 10h"
"easton","tsunami","0","10/04 @ 11h"
"easton","tsunami","0","10/04 @ 12h"
"safe town","earthquake","0","06/04 @ 00h"
"safe town","earthquake","0","06/04 @ 01h"
"safe town","earthquake","1","06/04 @ 02h"
"safe town","earthquake","0","06/04 @ 03h"
"safe town","earthquake","0","06/04 @ 04h"
"safe town","earthquake","0","06/04 @ 05h"
"safe town","earthquake","0","06/04 @ 06h"
"safe town","earthquake","0","06/04 @ 07h"
"safe town","earthquake","0","06/04 @ 08h"
"safe town","earthquake","0","06/04 @ 09h"
"safe town","earthquake","0","06/04 @ 10h"
"safe town","earthquake","0","06/04 @ 11h"
"safe town","earthquake","0","06/04 @ 12h"
"safe town","earthquake","1","06/04 @ 13h"
"safe town","earthquake","5","06/04 @ 14h"
"safe town","earthquake","4","06/04 @ 15h"
"safe town","earthquake","0","06/04 @ 16h"
"safe town","earthquake","0","06/04 @ 17h"
"safe town","earthquake","1","06/04 @ 18h"
"safe town","earthquake","0","06/04 @ 19h"
"safe town","earthquake","0","06/04 @ 20h"
"safe town","earthquake","0","06/04 @ 21h"
"safe town","earthquake","0","06/04 @ 22h"
"safe town","earthquake","0","06/04 @ 23h"
"safe town","earthquake","0","07/04 @ 00h"
"safe town","earthquake","0","07/04 @ 01h"
"safe town","earthquake","0","07/04 @ 02h"
"safe town","earthquake","0","07/04 @ 03h"
"safe town","earthquake","0","07/04 @ 04h"
"safe town","earthquake","0","07/04 @ 05h"
"safe town","earthquake","0","07/04 @ 06h"
"safe town","earthquake","0","07/04 @ 07h"
"safe town","earthquake","1","07/04 @ 08h"
"safe town","earthquake","0","07/04 @ 09h"
"safe town","earthquake","0","07/04 @ 10h"
"safe town","earthquake","0","07/04 @ 11h"
"safe town","earthquake","0","07/04 @ 12h"
"safe town","earthquake","0","07/04 @ 13h"
"safe town","earthquake","0","07/04 @ 14h"
"safe town","earthquake","0","07/04 @ 15h"
"safe town","earthquake","0","07/04 @ 16h"
"safe town","earthquake","0","07/04 @ 17h"
"safe town","earthquake","0","07/04 @ 18h"
"safe town","earthquake","0","07/04 @ 19h"
"safe town","earthquake","0","07/04 @ 20h"
"safe town","earthquake","0","07/04 @ 21h"
"safe town","earthquake","0","07/04 @ 22h"
"safe town","earthquake","0","07/04 @ 23h"
"safe town","earthquake","0","08/04 @ 00h"
"safe town","earthquake","0","08/04 @ 01h"
"safe town","earthquake","0","08/04 @ 02h"
"safe town","earthquake","0","08/04 @ 03h"
"safe town","earthquake","0","08/04 @ 04h"
"safe town","earthquake","0","08/04 @ 05h"
"safe town","earthquake","0","08/04 @ 06h"
"safe town","earthquake","0","08/04 @ 07h"
"safe town","earthquake","4","08/04 @ 08h"
"safe town","earthquake","4","08/04 @ 09h"
"safe town","earthquake","0","08/04 @ 10h"
"safe town","earthquake","0","08/04 @ 11h"
"safe town","earthquake","0","08/04 @ 12h"
"safe town","earthquake","3","08/04 @ 13h"
"safe town","earthquake","1","08/04 @ 14h"
"safe town","earthquake","1","08/04 @ 15h"
"safe town","earthquake","1","08/04 @ 16h"
"safe town","earthquake","0","08/04 @ 17h"
"safe town","earthquake","3","08/04 @ 18h"
"safe town","earthquake","2","08/04 @ 19h"
"safe town","earthquake","0","08/04 @ 20h"
"safe town","earthquake","0","08/04 @ 21h"
"safe town","earthquake","0","08/04 @ 22h"
"safe town","earthquake","0","08/04 @ 23h"
"safe town","earthquake","4","09/04 @ 00h"
"safe town","earthquake","0","09/04 @ 01h"
"safe town","earthquake","2","09/04 @ 02h"
"safe town","earthquake","0","09/04 @ 03h"
"safe town","earthquake","0","09/04 @ 04h"
"safe town","earthquake","0","09/04 @ 05h"
"safe town","earthquake","3","09/04 @ 06h"
"safe town","earthquake","0","09/04 @ 07h"
"safe town","earthquake","2","09/04 @ 08h"
"safe town","earthquake","2","09/04 @ 09h"
"safe town","earthquake","0","09/04 @ 10h"
"safe town","earthquake","0","09/04 @ 11h"
"safe town","earthquake","0","09/04 @ 12h"
"safe town","earthquake","0","09/04 @ 13h"
"safe town","earthquake","0","09/04 @ 14h"
"safe town","earthquake","1","09/04 @ 15h"
"safe town","earthquake","1","09/04 @ 16h"
"safe town","earthquake","0","09/04 @ 17h"
"safe town","earthquake","3","09/04 @ 18h"
"safe town","earthquake","0","09/04 @ 19h"
"safe town","earthquake","0","09/04 @ 20h"
"safe town","earthquake","0","09/04 @ 21h"
"safe town","earthquake","0","09/04 @ 22h"
"safe town","earthquake","0","09/04 @ 23h"
"safe town","earthquake","0","10/04 @ 00h"
"safe town","earthquake","0","10/04 @ 01h"
"safe town","earthquake","0","10/04 @ 02h"
"safe town","earthquake","0","10/04 @ 03h"
"safe town","earthquake","0","10/04 @ 04h"
"safe town","earthquake","1","10/04 @ 05h"
"safe town","earthquake","0","10/04 @ 06h"
"safe town","earthquake","0","10/04 @ 07h"
"safe town","earthquake","0","10/04 @ 08h"
"safe town","earthquake","1","10/04 @ 09h"
"safe town","earthquake","0","10/04 @ 10h"
"safe town","earthquake","0","10/04 @ 11h"
"safe town","earthquake","0","10/04 @ 12h"
"safe town","power","0","06/04 @ 00h"
"safe town","power","0","06/04 @ 01h"
"safe town","power","0","06/04 @ 02h"
"safe town","power","0","06/04 @ 03h"
"safe town","power","0","06/04 @ 04h"
"safe town","power","0","06/04 @ 05h"
"safe town","power","0","06/04 @ 06h"
"safe town","power","0","06/04 @ 07h"
"safe town","power","1","06/04 @ 08h"
"safe town","power","0","06/04 @ 09h"
"safe town","power","0","06/04 @ 10h"
"safe town","power","0","06/04 @ 11h"
"safe town","power","0","06/04 @ 12h"
"safe town","power","0","06/04 @ 13h"
"safe town","power","1","06/04 @ 14h"
"safe town","power","0","06/04 @ 15h"
"safe town","power","0","06/04 @ 16h"
"safe town","power","0","06/04 @ 17h"
"safe town","power","0","06/04 @ 18h"
"safe town","power","2","06/04 @ 19h"
"safe town","power","0","06/04 @ 20h"
"safe town","power","0","06/04 @ 21h"
"safe town","power","0","06/04 @ 22h"
"safe town","power","0","06/04 @ 23h"
"safe town","power","0","07/04 @ 00h"
"safe town","power","0","07/04 @ 01h"
"safe town","power","0","07/04 @ 02h"
"safe town","power","0","07/04 @ 03h"
"safe town","power","0","07/04 @ 04h"
"safe town","power","0","07/04 @ 05h"
"safe town","power","0","07/04 @ 06h"
"safe town","power","0","07/04 @ 07h"
"safe town","power","8","07/04 @ 08h"
"safe town","power","1","07/04 @ 09h"
"safe town","power","0","07/04 @ 10h"
"safe town","power","0","07/04 @ 11h"
"safe town","power","0","07/04 @ 12h"
"safe town","power","0","07/04 @ 13h"
"safe town","power","0","07/04 @ 14h"
"safe town","power","0","07/04 @ 15h"
"safe town","power","0","07/04 @ 16h"
"safe town","power","0","07/04 @ 17h"
"safe town","power","2","07/04 @ 18h"
"safe town","power","0","07/04 @ 19h"
"safe town","power","0","07/04 @ 20h"
"safe town","power","0","07/04 @ 21h"
"safe town","power","0","07/04 @ 22h"
"safe town","power","0","07/04 @ 23h"
"safe town","power","0","08/04 @ 00h"
"safe town","power","0","08/04 @ 01h"
"safe town","power","0","08/04 @ 02h"
"safe town","power","0","08/04 @ 03h"
"safe town","power","0","08/04 @ 04h"
"safe town","power","0","08/04 @ 05h"
"safe town","power","0","08/04 @ 06h"
"safe town","power","3","08/04 @ 07h"
"safe town","power","9","08/04 @ 08h"
"safe town","power","9","08/04 @ 09h"
"safe town","power","1","08/04 @ 10h"
"safe town","power","6","08/04 @ 11h"
"safe town","power","5","08/04 @ 12h"
"safe town","power","15","08/04 @ 13h"
"safe town","power","14","08/04 @ 14h"
"safe town","power","2","08/04 @ 15h"
"safe town","power","1","08/04 @ 16h"
"safe town","power","0","08/04 @ 17h"
"safe town","power","0","08/04 @ 18h"
"safe town","power","1","08/04 @ 19h"
"safe town","power","0","08/04 @ 20h"
"safe town","power","0","08/04 @ 21h"
"safe town","power","0","08/04 @ 22h"
"safe town","power","2","08/04 @ 23h"
"safe town","power","1","09/04 @ 00h"
"safe town","power","3","09/04 @ 01h"
"safe town","power","6","09/04 @ 02h"
"safe town","power","2","09/04 @ 03h"
"safe town","power","0","09/04 @ 04h"
"safe town","power","3","09/04 @ 05h"
"safe town","power","5","09/04 @ 06h"
"safe town","power","2","09/04 @ 07h"
"safe town","power","4","09/04 @ 08h"
"safe town","power","3","09/04 @ 09h"
"safe town","power","4","09/04 @ 10h"
"safe town","power","13","09/04 @ 11h"
"safe town","power","0","09/04 @ 12h"
"safe town","power","2","09/04 @ 13h"
"safe town","power","2","09/04 @ 14h"
"safe town","power","0","09/04 @ 15h"
"safe town","power","2","09/04 @ 16h"
"safe town","power","2","09/04 @ 17h"
"safe town","power","0","09/04 @ 18h"
"safe town","power","0","09/04 @ 19h"
"safe town","power","0","09/04 @ 20h"
"safe town","power","0","09/04 @ 21h"
"safe town","power","0","09/04 @ 22h"
"safe town","power","1","09/04 @ 23h"
"safe town","power","6","10/04 @ 00h"
"safe town","power","0","10/04 @ 01h"
"safe town","power","3","10/04 @ 02h"
"safe town","power","0","10/04 @ 03h"
"safe town","power","0","10/04 @ 04h"
"safe town","power","3","10/04 @ 05h"
"safe town","power","0","10/04 @ 06h"
"safe town","power","3","10/04 @ 07h"
"safe town","power","0","10/04 @ 08h"
"safe town","power","4","10/04 @ 09h"
"safe town","power","0","10/04 @ 10h"
"safe town","power","3","10/04 @ 11h"
"safe town","power","0","10/04 @ 12h"
"safe town","road","0","06/04 @ 00h"
"safe town","road","0","06/04 @ 01h"
"safe town","road","0","06/04 @ 02h"
"safe town","road","0","06/04 @ 03h"
"safe town","road","0","06/04 @ 04h"
"safe town","road","0","06/04 @ 05h"
"safe town","road","0","06/04 @ 06h"
"safe town","road","0","06/04 @ 07h"
"safe town","road","0","06/04 @ 08h"
"safe town","road","0","06/04 @ 09h"
"safe town","road","0","06/04 @ 10h"
"safe town","road","0","06/04 @ 11h"
"safe town","road","2","06/04 @ 12h"
"safe town","road","1","06/04 @ 13h"
"safe town","road","0","06/04 @ 14h"
"safe town","road","0","06/04 @ 15h"
"safe town","road","0","06/04 @ 16h"
"safe town","road","0","06/04 @ 17h"
"safe town","road","0","06/04 @ 18h"
"safe town","road","0","06/04 @ 19h"
"safe town","road","0","06/04 @ 20h"
"safe town","road","0","06/04 @ 21h"
"safe town","road","0","06/04 @ 22h"
"safe town","road","0","06/04 @ 23h"
"safe town","road","0","07/04 @ 00h"
"safe town","road","0","07/04 @ 01h"
"safe town","road","0","07/04 @ 02h"
"safe town","road","0","07/04 @ 03h"
"safe town","road","0","07/04 @ 04h"
"safe town","road","0","07/04 @ 05h"
"safe town","road","0","07/04 @ 06h"
"safe town","road","0","07/04 @ 07h"
"safe town","road","0","07/04 @ 08h"
"safe town","road","0","07/04 @ 09h"
"safe town","road","0","07/04 @ 10h"
"safe town","road","0","07/04 @ 11h"
"safe town","road","0","07/04 @ 12h"
"safe town","road","0","07/04 @ 13h"
"safe town","road","0","07/04 @ 14h"
"safe town","road","0","07/04 @ 15h"
"safe town","road","0","07/04 @ 16h"
"safe town","road","0","07/04 @ 17h"
"safe town","road","0","07/04 @ 18h"
"safe town","road","0","07/04 @ 19h"
"safe town","road","0","07/04 @ 20h"
"safe town","road","0","07/04 @ 21h"
"safe town","road","0","07/04 @ 22h"
"safe town","road","0","07/04 @ 23h"
"safe town","road","0","08/04 @ 00h"
"safe town","road","0","08/04 @ 01h"
"safe town","road","0","08/04 @ 02h"
"safe town","road","0","08/04 @ 03h"
"safe town","road","0","08/04 @ 04h"
"safe town","road","0","08/04 @ 05h"
"safe town","road","0","08/04 @ 06h"
"safe town","road","0","08/04 @ 07h"
"safe town","road","1","08/04 @ 08h"
"safe town","road","6","08/04 @ 09h"
"safe town","road","0","08/04 @ 10h"
"safe town","road","1","08/04 @ 11h"
"safe town","road","0","08/04 @ 12h"
"safe town","road","6","08/04 @ 13h"
"safe town","road","0","08/04 @ 14h"
"safe town","road","1","08/04 @ 15h"
"safe town","road","0","08/04 @ 16h"
"safe town","road","1","08/04 @ 17h"
"safe town","road","0","08/04 @ 18h"
"safe town","road","0","08/04 @ 19h"
"safe town","road","0","08/04 @ 20h"
"safe town","road","0","08/04 @ 21h"
"safe town","road","2","08/04 @ 22h"
"safe town","road","0","08/04 @ 23h"
"safe town","road","0","09/04 @ 00h"
"safe town","road","0","09/04 @ 01h"
"safe town","road","1","09/04 @ 02h"
"safe town","road","0","09/04 @ 03h"
"safe town","road","4","09/04 @ 04h"
"safe town","road","1","09/04 @ 05h"
"safe town","road","3","09/04 @ 06h"
"safe town","road","1","09/04 @ 07h"
"safe town","road","2","09/04 @ 08h"
"safe town","road","3","09/04 @ 09h"
"safe town","road","2","09/04 @ 10h"
"safe town","road","2","09/04 @ 11h"
"safe town","road","0","09/04 @ 12h"
"safe town","road","3","09/04 @ 13h"
"safe town","road","0","09/04 @ 14h"
"safe town","road","1","09/04 @ 15h"
"safe town","road","0","09/04 @ 16h"
"safe town","road","1","09/04 @ 17h"
"safe town","road","0","09/04 @ 18h"
"safe town","road","3","09/04 @ 19h"
"safe town","road","3","09/04 @ 20h"
"safe town","road","0","09/04 @ 21h"
"safe town","road","0","09/04 @ 22h"
"safe town","road","0","09/04 @ 23h"
"safe town","road","0","10/04 @ 00h"
"safe town","road","0","10/04 @ 01h"
"safe town","road","0","10/04 @ 02h"
"safe town","road","0","10/04 @ 03h"
"safe town","road","0","10/04 @ 04h"
"safe town","road","1","10/04 @ 05h"
"safe town","road","0","10/04 @ 06h"
"safe town","road","0","10/04 @ 07h"
"safe town","road","1","10/04 @ 08h"
"safe town","road","1","10/04 @ 09h"
"safe town","road","0","10/04 @ 10h"
"safe town","road","0","10/04 @ 11h"
"safe town","road","0","10/04 @ 12h"
"safe town","medical","0","06/04 @ 00h"
"safe town","medical","0","06/04 @ 01h"
"safe town","medical","0","06/04 @ 02h"
"safe town","medical","0","06/04 @ 03h"
"safe town","medical","0","06/04 @ 04h"
"safe town","medical","0","06/04 @ 05h"
"safe town","medical","0","06/04 @ 06h"
"safe town","medical","0","06/04 @ 07h"
"safe town","medical","0","06/04 @ 08h"
"safe town","medical","0","06/04 @ 09h"
"safe town","medical","0","06/04 @ 10h"
"safe town","medical","0","06/04 @ 11h"
"safe town","medical","0","06/04 @ 12h"
"safe town","medical","0","06/04 @ 13h"
"safe town","medical","0","06/04 @ 14h"
"safe town","medical","0","06/04 @ 15h"
"safe town","medical","0","06/04 @ 16h"
"safe town","medical","0","06/04 @ 17h"
"safe town","medical","0","06/04 @ 18h"
"safe town","medical","0","06/04 @ 19h"
"safe town","medical","0","06/04 @ 20h"
"safe town","medical","0","06/04 @ 21h"
"safe town","medical","0","06/04 @ 22h"
"safe town","medical","0","06/04 @ 23h"
"safe town","medical","0","07/04 @ 00h"
"safe town","medical","0","07/04 @ 01h"
"safe town","medical","0","07/04 @ 02h"
"safe town","medical","0","07/04 @ 03h"
"safe town","medical","0","07/04 @ 04h"
"safe town","medical","0","07/04 @ 05h"
"safe town","medical","0","07/04 @ 06h"
"safe town","medical","0","07/04 @ 07h"
"safe town","medical","0","07/04 @ 08h"
"safe town","medical","0","07/04 @ 09h"
"safe town","medical","0","07/04 @ 10h"
"safe town","medical","0","07/04 @ 11h"
"safe town","medical","0","07/04 @ 12h"
"safe town","medical","0","07/04 @ 13h"
"safe town","medical","0","07/04 @ 14h"
"safe town","medical","0","07/04 @ 15h"
"safe town","medical","0","07/04 @ 16h"
"safe town","medical","0","07/04 @ 17h"
"safe town","medical","0","07/04 @ 18h"
"safe town","medical","0","07/04 @ 19h"
"safe town","medical","0","07/04 @ 20h"
"safe town","medical","0","07/04 @ 21h"
"safe town","medical","0","07/04 @ 22h"
"safe town","medical","0","07/04 @ 23h"
"safe town","medical","0","08/04 @ 00h"
"safe town","medical","0","08/04 @ 01h"
"safe town","medical","0","08/04 @ 02h"
"safe town","medical","0","08/04 @ 03h"
"safe town","medical","0","08/04 @ 04h"
"safe town","medical","0","08/04 @ 05h"
"safe town","medical","0","08/04 @ 06h"
"safe town","medical","0","08/04 @ 07h"
"safe town","medical","0","08/04 @ 08h"
"safe town","medical","0","08/04 @ 09h"
"safe town","medical","0","08/04 @ 10h"
"safe town","medical","0","08/04 @ 11h"
"safe town","medical","0","08/04 @ 12h"
"safe town","medical","1","08/04 @ 13h"
"safe town","medical","2","08/04 @ 14h"
"safe town","medical","0","08/04 @ 15h"
"safe town","medical","0","08/04 @ 16h"
"safe town","medical","0","08/04 @ 17h"
"safe town","medical","0","08/04 @ 18h"
"safe town","medical","0","08/04 @ 19h"
"safe town","medical","0","08/04 @ 20h"
"safe town","medical","0","08/04 @ 21h"
"safe town","medical","0","08/04 @ 22h"
"safe town","medical","0","08/04 @ 23h"
"safe town","medical","0","09/04 @ 00h"
"safe town","medical","0","09/04 @ 01h"
"safe town","medical","0","09/04 @ 02h"
"safe town","medical","0","09/04 @ 03h"
"safe town","medical","0","09/04 @ 04h"
"safe town","medical","0","09/04 @ 05h"
"safe town","medical","0","09/04 @ 06h"
"safe town","medical","0","09/04 @ 07h"
"safe town","medical","0","09/04 @ 08h"
"safe town","medical","0","09/04 @ 09h"
"safe town","medical","1","09/04 @ 10h"
"safe town","medical","1","09/04 @ 11h"
"safe town","medical","0","09/04 @ 12h"
"safe town","medical","0","09/04 @ 13h"
"safe town","medical","0","09/04 @ 14h"
"safe town","medical","0","09/04 @ 15h"
"safe town","medical","0","09/04 @ 16h"
"safe town","medical","0","09/04 @ 17h"
"safe town","medical","0","09/04 @ 18h"
"safe town","medical","0","09/04 @ 19h"
"safe town","medical","0","09/04 @ 20h"
"safe town","medical","0","09/04 @ 21h"
"safe town","medical","0","09/04 @ 22h"
"safe town","medical","0","09/04 @ 23h"
"safe town","medical","0","10/04 @ 00h"
"safe town","medical","0","10/04 @ 01h"
"safe town","medical","0","10/04 @ 02h"
"safe town","medical","0","10/04 @ 03h"
"safe town","medical","0","10/04 @ 04h"
"safe town","medical","0","10/04 @ 05h"
"safe town","medical","1","10/04 @ 06h"
"safe town","medical","0","10/04 @ 07h"
"safe town","medical","0","10/04 @ 08h"
"safe town","medical","0","10/04 @ 09h"
"safe town","medical","0","10/04 @ 10h"
"safe town","medical","0","10/04 @ 11h"
"safe town","medical","0","10/04 @ 12h"
"safe town","building","0","06/04 @ 00h"
"safe town","building","0","06/04 @ 01h"
"safe town","building","0","06/04 @ 02h"
"safe town","building","0","06/04 @ 03h"
"safe town","building","0","06/04 @ 04h"
"safe town","building","0","06/04 @ 05h"
"safe town","building","0","06/04 @ 06h"
"safe town","building","0","06/04 @ 07h"
"safe town","building","0","06/04 @ 08h"
"safe town","building","0","06/04 @ 09h"
"safe town","building","0","06/04 @ 10h"
"safe town","building","0","06/04 @ 11h"
"safe town","building","0","06/04 @ 12h"
"safe town","building","0","06/04 @ 13h"
"safe town","building","0","06/04 @ 14h"
"safe town","building","0","06/04 @ 15h"
"safe town","building","0","06/04 @ 16h"
"safe town","building","0","06/04 @ 17h"
"safe town","building","0","06/04 @ 18h"
"safe town","building","1","06/04 @ 19h"
"safe town","building","0","06/04 @ 20h"
"safe town","building","0","06/04 @ 21h"
"safe town","building","0","06/04 @ 22h"
"safe town","building","0","06/04 @ 23h"
"safe town","building","0","07/04 @ 00h"
"safe town","building","0","07/04 @ 01h"
"safe town","building","0","07/04 @ 02h"
"safe town","building","0","07/04 @ 03h"
"safe town","building","0","07/04 @ 04h"
"safe town","building","0","07/04 @ 05h"
"safe town","building","0","07/04 @ 06h"
"safe town","building","0","07/04 @ 07h"
"safe town","building","0","07/04 @ 08h"
"safe town","building","0","07/04 @ 09h"
"safe town","building","0","07/04 @ 10h"
"safe town","building","0","07/04 @ 11h"
"safe town","building","0","07/04 @ 12h"
"safe town","building","0","07/04 @ 13h"
"safe town","building","0","07/04 @ 14h"
"safe town","building","0","07/04 @ 15h"
"safe town","building","0","07/04 @ 16h"
"safe town","building","0","07/04 @ 17h"
"safe town","building","0","07/04 @ 18h"
"safe town","building","0","07/04 @ 19h"
"safe town","building","1","07/04 @ 20h"
"safe town","building","0","07/04 @ 21h"
"safe town","building","0","07/04 @ 22h"
"safe town","building","0","07/04 @ 23h"
"safe town","building","0","08/04 @ 00h"
"safe town","building","0","08/04 @ 01h"
"safe town","building","0","08/04 @ 02h"
"safe town","building","0","08/04 @ 03h"
"safe town","building","0","08/04 @ 04h"
"safe town","building","0","08/04 @ 05h"
"safe town","building","0","08/04 @ 06h"
"safe town","building","0","08/04 @ 07h"
"safe town","building","0","08/04 @ 08h"
"safe town","building","1","08/04 @ 09h"
"safe town","building","1","08/04 @ 10h"
